wavelength red green blue
516 0.0536770639263255 0.406375771817872 0.115176887884193
517 0.0552357242322427 0.412650522689875 0.112144465186821
518 0.0567591014114734 0.418637835669242 0.109383251179426
519 0.0582391422161896 0.424295787561111 0.106869478772879
520 0.0596677245068188 0.42960212657021 0.104579380878054
521 0.0610363201018543 0.434544266033488 0.102489190405824
522 0.0623362525682347 0.439109686318017 0.100575140267061
523 0.0635588452550035 0.443285867790869 0.0988134633726374
524 0.0646954215112041 0.447060290819115 0.097180392633427
525 0.0657373046858803 0.450419932121794 0.0956521609603022
526 0.0666758181280752 0.453340346077735 0.0942050012641358
527 0.0675022851868327 0.455785753769135 0.0928151464558004
528 0.0682096363331624 0.457719890439214 0.0914610631228304
529 0.0688019809501489 0.459113838073749 0.0901367549902772
530 0.0692881779194344 0.459975619262047 0.0888428269275385
531 0.0696771034699998 0.460324841783227 0.0875799079144066
532 0.0699776338308259 0.460181117504496 0.086348626930674
533 0.0701986452308938 0.459564139658707 0.0851496129561333
534 0.0703490138991841 0.458495998137905 0.0839834949705768
535 0.0704376160646778 0.457001513661715 0.0828509019537972
536 0.0704731082982385 0.455105655506242 0.0817520506368993
537 0.0704623280819008 0.452833392947594 0.0806837437320061
538 0.0704112141721117 0.450209695261878 0.0796410972462441
539 0.0703256989578536 0.447259533580412 0.0786192152364466
540 0.0702117148281086 0.444008352573491 0.077613201759447
541 0.0700751941718592 0.440482695858289 0.0766181608720785
542 0.0699220693780876 0.436709262551103 0.0756291966311743
543 0.0697582728357762 0.432714751768232 0.074641413093568
544 0.0695897369339073 0.428525862625972 0.0736503525818776
545 0.0694180852624044 0.424169294240621 0.0726559120710001
546 0.0692147791709124 0.419670520865982 0.071660482292037
547 0.0689384134518726 0.415048820505377 0.0706664834082603
548 0.0685606045933756 0.410321516407331 0.0696763355829421
549 0.0680883549850326 0.405505931078754 0.0686924589793546
550 0.067534597123931 0.400619387026555 0.0677172737607696
551 0.0669122635071585 0.395679206757644 0.0667532000904594
552 0.0662342866318024 0.390701392167156 0.0658026581316961
553 0.0655135989949504 0.385686099953669 0.0648680680477515
554 0.0647631330936898 0.380623024994705 0.063951850001898
555 0.063995822184114 0.37550167673958 0.0630564241574075
556 0.0632266001161749 0.370311564637606 0.0621842106775521
557 0.0624767422925667 0.365042198138098 0.0613376297256039
558 0.0617687777015429 0.35968308669037 0.0605191014648349
559 0.061125235331357 0.354223739743736 0.0597310460585173
560 0.0605686441702626 0.34865366674751 0.0589758836699231
561 0.0601215332065129 0.342962377151006 0.0582560344623244
562 0.0598064314283617 0.337139380403537 0.0575739185989933
563 0.0596458678240622 0.331174185954419 0.0569319562432018
564 0.0596624087862218 0.32505631930827 0.0563325623354076
565 0.0599030366930672 0.318785786195756 0.0557747425829457
566 0.060481220561774 0.312391130822968 0.0552482190846469
567 0.0615216405516128 0.305905709624556 0.0547411485142324
568 0.0631489768218541 0.299362879035174 0.0542416875454232
569 0.0654879095317684 0.292795995489473 0.0537379928519405
570 0.0686631188406261 0.286238415422108 0.0532182211075052
571 0.0727992849076978 0.279723495267729 0.0526705289858383
572 0.0780067815372749 0.273281336167728 0.052083073160661
573 0.0843335528629594 0.266927833906042 0.0514440509683686
574 0.0918104375142187 0.260675010444564 0.0507527927102904
575 0.100461247681629 0.254534887658467 0.0500348323879174
576 0.110297426374625 0.248519487422921 0.0493194711441091
577 0.121319594132072 0.2426408316131 0.0486360101217248
578 0.133402618466819 0.236910942104176 0.0480137504636241
579 0.146476200020466 0.231341840771319 0.0474819933126664
580 0.160532502983411 0.225941886198954 0.0470700398117111
581 0.175413549721943 0.220700622137541 0.0468071693895059
582 0.190912923389044 0.215601568599578 0.046707887624516
583 0.206824185293869 0.210628242881135 0.0467462364200275
584 0.222940896745576 0.205764162278285 0.0468893923461342
585 0.23905661905332 0.2009928440871 0.0471045319729302
586 0.254953652533609 0.196297578701991 0.0473588318705093
587 0.270294920560153 0.191658883540401 0.0476194686089654
588 0.284805888228039 0.187055420615701 0.0478536187583926
589 0.298271864367884 0.182465817893663 0.0480284588888847
590 0.310455066905235 0.177868703340056 0.0481112051051071
591 0.321252947335896 0.173242911903801 0.0480802122753516
592 0.330636289696241 0.168585578842552 0.0479402013040107
593 0.338650975610259 0.163926231791983 0.0476997076815072
594 0.345351364598592 0.159297715185882 0.0473672668982641
595 0.350803611847816 0.154730550689712 0.0469514144447043
596 0.355082952871507 0.150231695268871 0.0464606858112507
597 0.358264856760785 0.145794390403325 0.0459036164883261
598 0.360424795616656 0.141411707394584 0.0452887419663535
599 0.361640423710203 0.137076717544156 0.0446245977357557
600 0.361995424121687 0.132782492153546 0.0439197192869557
601 0.361574512323554 0.128522102524265 0.0431826421103764
602 0.360462403788251 0.12428944279994 0.0424219016964406
603 0.358743813988225 0.120093795333492 0.0416460335355713
604 0.356503458395924 0.115958089594472 0.0408635731181914
605 0.353827031321754 0.111905728101451 0.0400830559347237
606 0.350806195900242 0.107960113372998 0.0393130174755911
607 0.347534864857489 0.104144647927683 0.0385619889590406
608 0.344106955038155 0.100482734284075 0.0378372624921984
609 0.340615692633863 0.0969977749607444 0.0371431804924775
610 0.337125271625027 0.0937131724762605 0.0364836559112331
611 0.333660858211877 0.0906511584205834 0.0358626016998206
612 0.330244873808852 0.087816233953354 0.0352839308095952
613 0.326899739830388 0.0851991431741363 0.0347515561919122
614 0.323647877694062 0.0827902700000322 0.034269390798127
615 0.320512276244312 0.0805799983481435 0.0338413450294247
616 0.317518074763633 0.0785587121355723 0.0334693986327165
617 0.314690921877855 0.0767167952794202 0.0331501664213836
618 0.312056466212803 0.075044631696789 0.032879338824441
619 0.309640356394308 0.0735326053047809 0.0326526062709035
620 0.307465921569056 0.0721711000204976 0.0324656591897859
621 0.305527721981707 0.070950499761041 0.0323141880101033
622 0.303800862651944 0.069861139998743 0.0321938831608705
623 0.302260081674086 0.0688930589577865 0.0321004350711024
624 0.300880117142457 0.0680361821857803 0.0320295357429918
625 0.299635707151376 0.0672804350160811 0.0319773540943475
626 0.298501589795165 0.0666157427820459 0.0319412040258779
627 0.297452503168146 0.0660320308170314 0.0319185677329229
628 0.296463514833278 0.0655192244543946 0.0319069274108222
629 0.295514721139188 0.0650672490274922 0.0319037652549156
630 0.294590140848423 0.064666029869681 0.0319065634605428
631 0.293673896626571 0.064305492314318 0.0319128042230436
632 0.292750111139219 0.0639755616947598 0.0319199697377577
633 0.291802907051956 0.0636661633443635 0.0319255552329493
634 0.290816407030368 0.0633672225964857 0.0319290844021731
635 0.289774733740045 0.0630686647844833 0.0319342902660639
636 0.288662009846573 0.0627604152417132 0.0319454293726808
637 0.28746235801554 0.0624323993015322 0.0319667582700834
638 0.286159900912535 0.0620745422972972 0.0320025335063308
639 0.284738761203146 0.061678530624532 0.0320570116294826
640 0.283183061552959 0.0612469235389659 0.0321344491875981
641 0.281476924627562 0.0607864255935997 0.0322391027287365
642 0.279604473092545 0.0603037495230739 0.0323751834128288
643 0.277550055391574 0.0598056080620287 0.0325426368649574
644 0.275307747314457 0.0592987139451048 0.0327337136154298
645 0.272884839786913 0.0587897799069422 0.0329398571121823
646 0.270289567667176 0.0582855186821815 0.0331525108031509
647 0.267530165813481 0.0577926430054631 0.0333631181362719
648 0.264614869084063 0.0573178656114274 0.0335631225594815
649 0.261551921500634 0.0568678992347146 0.0337439675207159
650 0.2583571496367 0.0564494566099651 0.0338971240894395
651 0.255067696542247 0.0560692504718195 0.0340184594374948
652 0.251724423590702 0.055733993554918 0.0341130139680815
653 0.24836819215549 0.055450398593901 0.0341869764728433
654 0.245038600101894 0.0552251783234089 0.0342465357434241
655 0.241759279658247 0.0550650454780821 0.0342978805714677
656 0.238542921759749 0.0549767127925609 0.0343471997486177
657 0.235402003904241 0.0549655990336993 0.0344006820665179
658 0.23234900358956 0.0550312865408772 0.0344645163168122
659 0.22939639201985 0.0551717128616677 0.034544867795951
660 0.226556038327427 0.0553848154500404 0.034645654187718
661 0.223838719572267 0.0556685317599652 0.0347667163274015
662 0.221255097489792 0.056020799245412 0.034907464528678
663 0.218815833815421 0.0564395553603504 0.0350673091052235
664 0.216531590284576 0.0569227375587503 0.0352456603707142
665 0.214413028627725 0.0574682832945815 0.0354419286388264
666 0.212466965203153 0.0580741300218138 0.0356555242232363
667 0.210685334114059 0.0587382151944171 0.03588585743762
668 0.209056469683093 0.0594584762663611 0.0361323385956538
669 0.207568706232904 0.0602328506916156 0.0363943780110138
670 0.206210378086144 0.0610592759241505 0.0366713859973763
671 0.204969819565462 0.0619356894179355 0.0369627728684174
672 0.20383536499351 0.0628600286269406 0.0372679489378134
673 0.202795380830263 0.0638298914910793 0.0375863245192404
674 0.201838435062362 0.064840746926404 0.0379173099263747
675 0.200953173619666 0.0658872404195825 0.0382603154728925
676 0.200128242600487 0.0669640156776755 0.0386147692828332
677 0.199352288103138 0.0680657164077438 0.0389818340404457
678 0.198613956225929 0.069186986316848 0.0393658358495177
679 0.197901893067174 0.0703224691120489 0.0397714371612332
680 0.197204744725184 0.0714668085004072 0.0402033004267761
681 0.196512905529072 0.0726146481889837 0.0406660880973304
682 0.195829731893378 0.0737606318848391 0.0411644626240801
683 0.195164406183004 0.0748994057440184 0.0417030864582092
684 0.194526138594995 0.0760278913414047 0.0422866220509016
685 0.193924139326397 0.0771495006835668 0.0429196377384986
686 0.193367618574253 0.078268795445532 0.0436006560691065
687 0.192865786535609 0.0793903373023274 0.0443185917587219
688 0.19242785340751 0.0805186879289803 0.0450615047259701
689 0.192063029386999 0.0816584090005179 0.0458174548894762
690 0.191778612726806 0.0828140621919675 0.0465745021678656
691 0.191569837322703 0.0839902091783564 0.0473207064797634
692 0.19142724418699 0.0851914116347117 0.0480441277437948
693 0.191341363824641 0.0864221763485397 0.0487328588878215
694 0.191302726740628 0.0876815672333143 0.0493782661723693
695 0.191301863439924 0.0889586674862203 0.0499777182391411
696 0.191329304427502 0.090241491868896 0.0505292262846652
697 0.191375580208335 0.0915180551429804 0.0510308015054697
698 0.191431221287397 0.0927763720701119 0.0514804550980829
699 0.191487368863171 0.0940044574119292 0.0518761982590329
700 0.191538447147662 0.095190325930071 0.0522160421848481
701 0.191579978786488 0.0963219923861759 0.0524979980720565
702 0.191607487208489 0.0973874715418825 0.0527201303553663
703 0.191616495842499 0.0983747781588294 0.0528839747740467
704 0.191602528117356 0.0992719269986554 0.0529966132223111
705 0.191561107461897 0.100066932822999 0.0530656245809589
706 0.191487757304959 0.100747810393499 0.0530985877307892
707 0.191378001075379 0.101305046488142 0.0531030815526011
708 0.191228834100032 0.101744823892337 0.0530866849271939
709 0.19104403204655 0.10207946601347 0.0530569767353667
710 0.190829321693202 0.102321310495141 0.0530215358579187
711 0.190590429994818 0.102482694980951 0.0529878647627631
712 0.19033308390623 0.102575957114499 0.0529599826793774
713 0.190063010382269 0.102613434539387 0.052937062797972
714 0.189785936377764 0.102607464899214 0.0529179199856658
715 0.189507588847546 0.102570385837582 0.0529013691095779
716 0.189233996930364 0.10251453499809 0.0528862250368274
717 0.188972829207544 0.102452250024339 0.0528713026345332
718 0.188732307624665 0.10239586855993 0.0528554167698143
719 0.188520654555809 0.102357728248463 0.05283738230979
720 0.188346092375061 0.102350166733538 0.0528160879707788
721 0.188216843456503 0.102385230466169 0.0527929107797799
722 0.188141130174219 0.102469125363524 0.052772254769287
723 0.188127174902292 0.102602656575709 0.0527587068586675
724 0.188183200014806 0.102786426182589 0.0527568539672893
725 0.188315319412341 0.10302103626403 0.0527712830145199
726 0.188519875565803 0.103307088899896 0.0528065809197271
727 0.188790382317218 0.103645186170054 0.0528673346022785
728 0.1891203532202 0.10403593015437 0.0529581309815418
729 0.189503301828361 0.104479922932708 0.0530834428683954
730 0.189932741695314 0.104977766584935 0.0532448118126623
731 0.190402186374672 0.105530063190916 0.0534406668155163
732 0.190905149420049 0.106137414830516 0.0536692864711876
733 0.191435144385057 0.106799910048968 0.0539289493739065
734 0.191985684823309 0.107514834235916 0.0542179341179033
735 0.192550284288418 0.108278521076659 0.0545345192974083
736 0.193122456333998 0.109087303478991 0.0548769835066518
737 0.193695714513661 0.109937514350705 0.055243605339864
738 0.194263572381021 0.110825486599595 0.0556326633912753
739 0.194819543489689 0.111747553133455 0.056042436255116
740 0.195357141393281 0.112700046860077 0.0564712025256163
741 0.195869879645407 0.113679300687255 0.0569172407970065
742 0.196366459888804 0.114681647522783 0.0573788296635169
743 0.196862999079788 0.115703420274454 0.0578542477193779
744 0.197359538270773 0.116740951850062 0.0583417735588196
745 0.197856077461758 0.117790575157399 0.0588396857760724
746 0.198352616652743 0.11884862310426 0.0593454218311659
747 0.198849155843727 0.119911428598437 0.0598522730748634
748 0.199345695034712 0.120975536167806 0.0603591243185609
749 0.199842234225697 0.122039659631321 0.0608659755622585
750 0.200338773416682 0.123103783094835 0.061372826805956
